image_id,tread_1,tread_2,tread_3,tread_4,tread_average,brand,tire_size,condition,manufacture_year,tread_depth_class
IMG_9398 - Viren Viren.JPG,1.38,3.38,2.03,2.263333333333333,2.263333333333333,JK Tyre,155/R13 C,moderate,,Replace Soon
IMG_9404 - Viren Viren.JPG,2.41,2.7,2.55,2.5533333333333332,2.5533333333333332,JK Tyre,155/R13 C,moderate,,Replace Soon
IMG_9407 - Viren Viren.JPG,3.51,3.05,2.99,3.1833333333333336,3.1833333333333336,Bridgestone,175/65 R15,moderate,2022.0,Replace Soon
IMG_9410 - Viren Viren.JPG,3.29,3.29,2.28,2.953333333333333,2.953333333333333,Bridgestone,175/65 R15,moderate,2022.0,Replace Soon
IMG_9413 - Viren Viren.JPG,7.49,7.41,7.33,7.18,7.3525,Bridgestone,205/55 R16,safe,2024.0,Good
IMG_9416 - Viren Viren.JPG,6.64,6.88,7.02,7.32,6.965,Bridgestone,205/55 R16,safe,2024.0,Good
IMG_9419 - Viren Viren.JPG,2.68,2.46,2.26,2.466666666666667,2.466666666666667,Bridgestone,145/80 R12,moderate,2017.0,Replace Soon
IMG_9423 - Viren Viren.JPG,4.4,4.13,4.52,4.3500000000000005,4.3500000000000005,Bridgestone,145/80 R12,safe,2017.0,Moderate
IMG_9426 - Viren Viren.JPG,5.61,5.76,5.35,5.573333333333333,5.573333333333333,Goodyear,165/70 R14,safe,2024.0,Moderate
IMG_9429 - Viren Viren.JPG,5.15,5.6,5.53,4.8,5.2700000000000005,Apollo,165/65 R14,safe,2025.0,Moderate
IMG_9433 - Shubham Chodankar.JPG,1.34,2.13,2.13,1.8666666666666665,1.8666666666666665,MRF,185/65 R15,moderate,,Dangerous
IMG_9498 - Ubaid Elahi Baba.JPG,6.67,6.6,6.45,6.573333333333333,6.573333333333333,MRF,145/80 R12,safe,2024.0,Good
IMG_9628 - Ubaid Elahi Baba.JPG,7.33,7.39,7.67,7.463333333333334,7.463333333333334,MRF,215/60 R17,safe,,Good
IMG_9631 - Ubaid Elahi Baba.JPG,3.32,3.4,3.11,3.276666666666667,3.276666666666667,CEAT,205/55 R16,moderate,2023.0,Replace Soon
IMG_9634 - Ubaid Elahi Baba.JPG,3.21,3.23,3.41,3.85,3.425,CEAT,205/55 R16,moderate,2023.0,Replace Soon
IMG_9637 - Ubaid Elahi Baba.JPG,1.94,3.22,3.54,3.06,2.94,Yokohama,205/65 R16,moderate,2021.0,Replace Soon
IMG_9640 - Ubaid Elahi Baba.JPG,3.41,3.87,3.48,3.5866666666666664,3.5866666666666664,Bridgestone,155/65 R14,moderate,2023.0,Replace Soon
IMG_9643 - Ubaid Elahi Baba.JPG,3.23,3.48,3.33,3.3466666666666662,3.3466666666666662,Bridgestone,155/65 R14,moderate,2023.0,Replace Soon
IMG_9646 - Ubaid Elahi Baba.JPG,3.82,5.17,5.44,4.6,4.7575,Yokohama,185/65 R15,safe,2025.0,Moderate
IMG_9649 - Ubaid Elahi Baba.JPG,5.55,6.75,6.83,6.67,6.450000000000001,Yokohama,185/65 R15,safe,2025.0,Good
IMG_9652 - Ubaid Elahi Baba.JPG,2.02,2.32,2.5,1.82,2.165,Yokohama,185/65 R15,moderate,2022.0,Replace Soon
IMG_9655 - Ubaid Elahi Baba.JPG,2.84,2.98,2.97,2.93,2.93,Bridgestone,175/65 R14,moderate,2022.0,Replace Soon
IMG_9658 - Ubaid Elahi Baba.JPG,6.3,6.24,5.75,6.096666666666667,6.096666666666667,Goodyear,175/60 R15,safe,,Good
IMG_9662 - Ubaid Elahi Baba.JPG,5.74,6.19,4.84,5.59,5.59,CEAT,185/70 R15,safe,2023.0,Moderate
IMG_9665 - Ubaid Elahi Baba.JPG,6.24,6.66,6.03,6.31,6.31,Goodyear,175/60 R15,safe,2025.0,Good
IMG_9668 - Ubaid Elahi Baba.JPG,6.52,6.88,6.44,6.613333333333333,6.613333333333333,CEAT,185/70 R15,safe,2023.0,Good
IMG_9671 - Ubaid Elahi Baba.JPG,5.8,6.43,5.57,5.933333333333334,5.933333333333334,CEAT,185/70 R15,safe,2023.0,Moderate
IMG_9674 - Ubaid Elahi Baba.JPG,6.7,7.1,7.07,6.956666666666667,6.956666666666667,CEAT,185/70 R15,safe,2023.0,Good
IMG_9677 - Ubaid Elahi Baba.JPG,5.7,5.68,5.43,5.603333333333333,5.603333333333333,MRF,155/80 R13,safe,,Moderate
IMG_9680 - Ubaid Elahi Baba.JPG,4.74,4.97,5.0,4.903333333333333,4.903333333333333,MRF,155/80 R13,safe,,Moderate
IMG_9683 - Ubaid Elahi Baba.JPG,4.71,4.81,4.66,4.726666666666667,4.726666666666667,MRF,155/80 R13,safe,,Moderate
IMG_9686 - Ubaid Elahi Baba.JPG,6.47,5.73,5.7,5.966666666666666,5.966666666666666,MRF,155/80 R13,safe,,Moderate
IMG_9689 - Ubaid Elahi Baba.JPG,5.27,5.61,5.6,5.12,5.3999999999999995,JK Tyre,215/60 R17,safe,2026.0,Moderate
IMG_9692 - Ubaid Elahi Baba.JPG,3.8,3.64,4.68,3.65,3.9425,JK Tyre,215/60 R17,moderate,2024.0,Replace Soon
IMG_9695 - Ubaid Elahi Baba.JPG,5.41,5.52,5.67,5.61,5.5525,JK Tyre,215/60 R17,safe,2026.0,Moderate
IMG_9698 - Ubaid Elahi Baba.JPG,5.31,5.38,5.69,5.36,5.435,JK Tyre,215/60 R17,safe,2024.0,Moderate
IMG_9701 - Ubaid Elahi Baba.JPG,5.97,6.81,6.42,5.31,6.1274999999999995,Apollo,195/60 R16,safe,2022.0,Good
IMG_9704 - Ubaid Elahi Baba.JPG,4.5,5.19,5.17,3.81,4.6675,Apollo,195/60 R16,safe,2022.0,Moderate
IMG_9707 - Ubaid Elahi Baba.JPG,4.58,5.2,5.28,4.01,4.7675,Apollo,195/60 R16,safe,2022.0,Moderate
IMG_9710 - Ubaid Elahi Baba.JPG,5.98,6.75,6.7,5.56,6.2475,Apollo,195/60 R16,safe,2022.0,Good
IMG_9713 - Ubaid Elahi Baba.JPG,3.5,3.62,3.53,3.5500000000000003,3.5500000000000003,Bridgestone,215/60 R16,moderate,,Replace Soon
IMG_9716 - Ubaid Elahi Baba.JPG,3.27,3.67,4.52,3.82,3.82,Bridgestone,215/60 R16,moderate,,Replace Soon
IMG_9719 - Ubaid Elahi Baba.JPG,3.33,3.17,4.12,3.5400000000000005,3.5400000000000005,Bridgestone,215/60 R16,moderate,,Replace Soon
IMG_9722 - Ubaid Elahi Baba.JPG,3.54,3.91,4.35,3.9333333333333336,3.9333333333333336,Bridgestone,215/60 R16,moderate,,Replace Soon
IMG_9725 - Ubaid Elahi Baba.JPG,3.13,3.36,3.13,3.206666666666667,3.206666666666667,Bridgestone,185/65 R15,moderate,2021.0,Replace Soon
IMG_9729 - Ubaid Elahi Baba.JPG,4.0,3.82,3.18,3.6666666666666665,3.6666666666666665,MRF,185/65 R15,moderate,2024.0,Replace Soon
IMG_9733 - Ubaid Elahi Baba.JPG,5.36,5.23,5.03,5.206666666666667,5.206666666666667,MRF,185/65 R15,safe,2024.0,Moderate
IMG_9736 - Ubaid Elahi Baba.JPG,3.06,3.36,2.66,3.026666666666667,3.026666666666667,CEAT,155/65 R13,moderate,2022.0,Replace Soon
IMG_9740 - Ubaid Elahi Baba.JPG,3.0,3.42,3.72,3.3800000000000003,3.3800000000000003,CEAT,155/65 R13,moderate,2022.0,Replace Soon
IMG_9744 - Ubaid Elahi Baba.JPG,3.28,3.56,3.27,3.3699999999999997,3.3699999999999997,MRF,155/65 R13,moderate,,Replace Soon
IMG_9747 - Ubaid Elahi Baba.JPG,2.8,3.23,3.28,3.103333333333333,3.103333333333333,MRF,155/70 R14,moderate,,Replace Soon
IMG_9750 - Ubaid Elahi Baba.JPG,2.78,2.34,2.95,2.69,2.69,MRF,155/70 R14,moderate,,Replace Soon
IMG_9753 - Ubaid Elahi Baba.JPG,3.75,3.14,3.16,3.35,3.35,MRF,155/70 R14,moderate,,Replace Soon
IMG_9492 - Ubaid Elahi Baba.JPG,3.39,4.34,3.64,3.7900000000000005,3.7900000000000005,Continental,165/70 R14,moderate,2022.0,Replace Soon
IMG_9501 - Ubaid Elahi Baba.JPG,4.64,4.68,4.6,4.64,4.64,MRF,165/65 R14,safe,,Moderate
IMG_9504 - Ubaid Elahi Baba.JPG,2.95,3.69,3.47,3.3700000000000006,3.3700000000000006,CEAT,185/70 R15,moderate,2028.0,Replace Soon
IMG_9507 - Ubaid Elahi Baba.JPG,6.12,6.78,6.42,6.44,6.44,CEAT,185/70 R15,safe,2023.0,Good
IMG_9510 - Ubaid Elahi Baba.JPG,5.03,5.14,5.07,4.28,4.88,JK Tyre,155/65 R14,safe,2025.0,Moderate
IMG_9513 - Ubaid Elahi Baba.JPG,6.37,6.69,6.38,6.48,6.48,CEAT,185/70 R15,safe,2023.0,Good
IMG_9516 - Ubaid Elahi Baba.JPG,4.72,4.37,4.16,4.416666666666667,4.416666666666667,CEAT,185/70 R15,safe,2023.0,Moderate
IMG_9519 - Ubaid Elahi Baba.JPG,3.29,3.22,3.51,2.64,3.165,JK Tyre,205/60 R16,moderate,2021.0,Replace Soon
IMG_9522 - Ubaid Elahi Baba.JPG,5.34,5.88,5.24,4.76,5.305,Maxtrek,205/60 R16,safe,,Moderate
IMG_9525 - Ubaid Elahi Baba.JPG,5.48,5.43,5.51,5.33,5.4375,Maxtrek,205/60 R16,safe,,Moderate
IMG_9528 - Ubaid Elahi Baba.JPG,5.3,6.33,6.6,5.66,5.972499999999999,Dunlop,205/60 R16,safe,,Moderate
IMG_9531 - Ubaid Elahi Baba.JPG,5.53,5.52,5.2,5.416666666666667,5.416666666666667,MRF,205/60 R16,safe,,Moderate
IMG_9534 - Ubaid Elahi Baba.JPG,5.76,5.8,5.93,5.829999999999999,5.829999999999999,MRF,145/80 R12,safe,2024.0,Moderate
IMG_9537 - Ubaid Elahi Baba.JPG,6.94,6.83,6.59,6.786666666666666,6.786666666666666,MRF,145/80 R12,safe,2024.0,Good
IMG_9544 - Ubaid Elahi Baba.JPG,5.4,4.99,5.76,5.383333333333333,5.383333333333333,MRF,145/80 R12,safe,2025.0,Moderate
IMG_9547 - Ubaid Elahi Baba.JPG,6.53,7.31,6.85,6.896666666666666,6.896666666666666,MRF,165/65 R14,safe,2024.0,Good
IMG_9550 - Ubaid Elahi Baba.JPG,7.74,8.01,7.66,7.803333333333334,7.803333333333334,MRF,165/65 R14,safe,2024.0,Good
IMG_9553 - Ubaid Elahi Baba.JPG,7.77,8.17,7.73,7.890000000000001,7.890000000000001,MRF,165/65 R14,safe,2025.0,Good
IMG_9556 - Ubaid Elahi Baba.JPG,3.99,3.44,2.84,3.4233333333333333,3.4233333333333333,JK Tyre,165/80 R14,moderate,2014.0,Replace Soon
IMG_9559 - Ubaid Elahi Baba.JPG,2.66,2.39,2.42,2.49,2.49,Bridgestone,165/80 R14,moderate,2021.0,Replace Soon
IMG_9562 - Ubaid Elahi Baba.JPG,2.69,2.51,2.89,2.6966666666666668,2.6966666666666668,Bridgestone,165/80 R14,moderate,2022.0,Replace Soon
IMG_9565 - Ubaid Elahi Baba.JPG,0.35,0.65,0.1,0.3666666666666667,0.3666666666666667,Yokohama,165/80 R14,replace,2023.0,Dangerous
IMG_9568 - Ubaid Elahi Baba.JPG,1.83,2.35,2.52,2.14,2.21,Goodyear,205/65 R16,moderate,2020.0,Replace Soon
IMG_9571 - Ubaid Elahi Baba.JPG,2.85,3.0,3.1,3.06,3.0025,Goodyear,205/65 R16,moderate,2021.0,Replace Soon
IMG_9574 - Ubaid Elahi Baba.JPG,1.48,2.13,2.32,2.32,2.0625,Goodyear,205/65 R16,moderate,2020.0,Replace Soon
IMG_9577 - Ubaid Elahi Baba.JPG,4.0,3.44,4.22,3.8866666666666667,3.8866666666666667,CEAT,155/80 R13,moderate,2016.0,Replace Soon
IMG_9580 - Ubaid Elahi Baba.JPG,1.22,0.98,1.1,1.1,1.1,Goodyear,155/80 R13,replace,2022.0,Dangerous
IMG_9583 - Ubaid Elahi Baba.JPG,0.23,1.82,1.0250000000000001,1.0250000000000001,1.0250000000000001,Goodyear,155/80 R13,replace,2022.0,Dangerous
IMG_9586 - Ubaid Elahi Baba.JPG,3.99,4.24,4.115,4.115,4.115,Goodyear,155/80 R13,safe,2022.0,Moderate
IMG_9589 - Ubaid Elahi Baba.JPG,6.82,6.84,6.5,6.72,6.72,MRF,155/65 R15,safe,2025.0,Good
IMG_9592 - Ubaid Elahi Baba.JPG,6.75,6.79,6.07,6.536666666666666,6.536666666666666,MRF,155/65 R15,safe,2025.0,Good
IMG_9595 - Ubaid Elahi Baba.JPG,1.28,1.49,1.48,1.2,1.3625,Apollo,205/65 R16,replace,2023.0,Dangerous
IMG_9598 - Ubaid Elahi Baba.JPG,0.69,0.98,0.92,1.44,1.0074999999999998,Apollo,205/65 R16,replace,2023.0,Dangerous
IMG_9601 - Ubaid Elahi Baba.JPG,1.06,1.08,1.19,1.04,1.0925,Apollo,205/65 R16,replace,2023.0,Dangerous
IMG_9604 - Ubaid Elahi Baba.JPG,4.25,4.28,3.78,4.1033333333333335,4.1033333333333335,MRF,155/65 R15,safe,,Moderate
IMG_9607 - Ubaid Elahi Baba.JPG,1.24,2.51,1.77,1.8399999999999999,1.8399999999999999,MRF,155/65 R15,moderate,,Dangerous
IMG_9610 - Ubaid Elahi Baba.JPG,1.46,2.85,1.99,2.1,2.1,MRF,155/65 R15,moderate,,Replace Soon
IMG_9613 - Ubaid Elahi Baba.JPG,7.32,7.64,7.54,7.5,7.5,Bridgestone,165/70 R14,safe,,Good
IMG_9616 - Ubaid Elahi Baba.JPG,7.36,7.82,7.33,7.503333333333333,7.503333333333333,Bridgestone,165/70 R14,safe,2025.0,Good
IMG_9619 - Ubaid Elahi Baba.JPG,7.72,7.83,7.71,7.753333333333334,7.753333333333334,Bridgestone,165/70 R14,safe,2025.0,Good
IMG_9622 - Ubaid Elahi Baba.JPG,7.24,7.33,7.71,7.426666666666667,7.426666666666667,Bridgestone,165/70 R14,safe,2025.0,Good
IMG_9847 - Viren Viren.JPG,4.85,4.78,4.66,4.763333333333333,4.763333333333333,Goodyear,195/60 R16,safe,2025.0,Moderate
IMG_9850 - Viren Viren.JPG,5.67,5.96,6.03,5.78,5.86,Goodyear,195/60 R16,safe,2025.0,Moderate
IMG_9853 - Viren Viren.JPG,5.74,5.67,5.75,5.79,5.7375,Goodyear,195/60 R16,safe,2025.0,Moderate
IMG_9856 - Viren Viren.JPG,5.31,5.72,4.86,5.296666666666667,5.296666666666667,MRF,145/70 R13,safe,,Moderate
IMG_9859 - Viren Viren.JPG,5.54,5.94,5.41,5.63,5.63,MRF,145/70 R13,safe,,Moderate
IMG_9862 - Viren Viren.JPG,5.23,5.53,5.29,5.3500000000000005,5.3500000000000005,MRF,145/70 R13,safe,,Moderate
IMG_9866 - Viren Viren.JPG,1.68,1.82,1.77,1.7566666666666666,1.7566666666666666,MRF,185/65 R15,moderate,,Dangerous
IMG_9869 - Viren Viren.JPG,5.05,4.96,5.05,5.02,5.02,MRF,185/65 R15,safe,,Moderate
IMG_9872 - Viren Viren.JPG,5.46,5.31,4.67,5.1466666666666665,5.1466666666666665,MRF,185/65 R15,safe,2025.0,Moderate
IMG_9875 - Viren Viren.JPG,4.73,3.55,4.37,4.216666666666668,4.216666666666668,Bridgestone,145/80 R13,safe,,Moderate
IMG_9878 - Viren Viren.JPG,1.68,2.85,2.4,2.5,2.3575,Yokohama,185/65 R15,moderate,2017.0,Replace Soon
IMG_9882 - Viren Viren.JPG,2.58,3.77,3.9,3.57,3.455,Yokohama,185/65 R15,moderate,2017.0,Replace Soon
IMG_9885 - Viren Viren.JPG,1.11,1.28,2.54,1.82,1.6875,Yokohama,185/65 R15,moderate,2016.0,Dangerous
IMG_9888 - Viren Viren.JPG,6.73,7.53,7.4,6.31,6.992500000000001,Apollo,215/60 R16,safe,2025.0,Good
IMG_9891 - Viren Viren.JPG,6.65,7.71,7.86,7.61,7.4575,Apollo,215/60 R16,safe,2025.0,Good
IMG_9894 - Viren Viren.JPG,6.63,7.52,7.23,6.3,6.92,Apollo,215/60 R16,safe,2025.0,Good
IMG_9897 - Viren Viren.JPG,6.73,7.58,7.73,6.85,7.2225,Apollo,215/60 R16,safe,2025.0,Good
IMG_9900 - Viren Viren.JPG,6.57,5.42,6.67,6.22,6.22,MRF,185/60 R15,safe,,Good
IMG_9903 - Viren Viren.JPG,6.52,6.92,7.06,6.833333333333333,6.833333333333333,MRF,185/60 R15,safe,,Good
IMG_9906 - Viren Viren.JPG,6.21,6.64,6.41,6.419999999999999,6.419999999999999,MRF,185/60 R15,safe,,Good
IMG_9910 - Viren Viren.JPG,1.91,2.9,3.12,2.22,2.5375,Yokohama,205/65 R16,moderate,2021.0,Replace Soon
IMG_9913 - Viren Viren.JPG,2.53,3.31,3.24,2.75,2.9575,Yokohama,205/65 R16,moderate,2021.0,Replace Soon
IMG_9916 - Viren Viren.JPG,2.66,2.41,3.63,2.56,2.815,Yokohama,205/65 R16,moderate,2021.0,Replace Soon
IMG_9919 - Viren Viren.JPG,2.59,3.96,3.87,2.49,3.2275,Yokohama,205/65 R16,moderate,2021.0,Replace Soon
IMG_9923 - Viren Viren.JPG,2.41,4.41,4.55,3.91,3.8200000000000003,Goodyear,215/60 R16,moderate,2023.0,Replace Soon
IMG_9926 - Viren Viren.JPG,3.94,6.79,6.54,5.34,5.6525,Goodyear,215/60 R16,safe,2023.0,Moderate
IMG_9930 - Viren Viren.JPG,5.9,6.56,6.4,5.42,6.07,Goodyear,215/60 R16,safe,2023.0,Good
IMG_9934 - Viren Viren.JPG,3.45,4.35,4.53,3.42,3.9375,Goodyear,215/60 R16,moderate,2023.0,Replace Soon
IMG_9938 - Viren Viren.JPG,7.37,7.62,7.67,7.3,7.49,MRF,215/60 R17,safe,,Good
IMG_9942 - Viren Viren.JPG,7.03,7.49,7.61,7.48,7.4025,MRF,215/60 R17,safe,2025.0,Good
IMG_9946 - Viren Viren.JPG,7.66,8.07,8.35,7.75,7.9575,MRF,215/60 R17,safe,2025.0,Good
IMG_9950 - Viren Viren.JPG,7.77,8.3,8.18,8.16,8.1025,MRF,215/60 R17,safe,2025.0,New
IMG_9954 - Viren Viren.JPG,3.65,4.03,4.54,4.073333333333333,4.073333333333333,Bridgestone,215/60 R16,safe,,Moderate
IMG_9957 - Viren Viren.JPG,3.55,3.96,4.24,3.9166666666666665,3.9166666666666665,Bridgestone,215/60 R16,moderate,,Replace Soon
IMG_9960 - Viren Viren.JPG,3.28,3.53,4.17,3.66,3.66,Bridgestone,215/60 R16,moderate,,Replace Soon
IMG_9963 - Viren Viren.JPG,3.38,3.87,4.07,3.7733333333333334,3.7733333333333334,Bridgestone,215/60 R16,moderate,,Replace Soon
IMG_9966 - Viren Viren.JPG,5.2,5.98,5.39,6.0,5.6425,CEAT,215/60 R16,safe,2023.0,Moderate
IMG_9970 - Viren Viren.JPG,1.58,2.39,1.85,0.8,1.655,MRF,215/65 R16,moderate,2017.0,Dangerous
IMG_9974 - Viren Viren.JPG,5.59,5.66,5.28,5.510000000000001,5.510000000000001,Apollo,195/55 R16,safe,2022.0,Moderate
IMG_9977 - Viren Viren.JPG,5.12,5.89,5.96,5.06,5.507499999999999,Apollo,195/55 R16,safe,2024.0,Moderate
IMG_9980 - Viren Viren.JPG,6.67,6.2,7.16,6.676666666666667,6.676666666666667,Kelly,155/65 R14,safe,2025.0,Good
IMG_9983 - Viren Viren.JPG,3.58,4.78,4.76,4.42,4.385,JK Tyre,155/65 R14,safe,2019.0,Moderate
IMG_9986 - Viren Viren.JPG,6.59,6.93,6.7,6.739999999999999,6.739999999999999,JK Tyre,155/65 R14,safe,2025.0,Good
IMG_9989 - Viren Viren.JPG,7.07,7.56,7.55,7.3933333333333335,7.3933333333333335,Bridgestone,185/70 R14,safe,2024.0,Good
IMG_9992 - Viren Viren.JPG,7.62,7.63,6.89,7.38,7.38,Bridgestone,185/70 R14,safe,2025.0,Good
IMG_9995 - Viren Viren.JPG,6.23,6.0,6.49,6.239999999999999,6.239999999999999,MRF,175/65 R14,safe,2024.0,Good
IMG_9998 - Viren Viren.JPG,6.43,6.11,6.34,6.293333333333333,6.293333333333333,MRF,175/65 R14,safe,2024.0,Good
IMG_0002 - Viren Viren.JPG,6.8,7.36,6.71,6.956666666666667,6.956666666666667,MRF,175/65 R14,safe,2025.0,Good
IMG_0005 - Viren Viren.JPG,6.54,6.6,6.31,6.483333333333333,6.483333333333333,MRF,175/65 R14,safe,2025.0,Good
IMG_0008 - Viren Viren.JPG,5.67,6.65,6.0,6.1066666666666665,6.1066666666666665,MRF,175/65 R14,safe,2022.0,Good
IMG_0011 - Viren Viren.JPG,7.32,7.95,7.36,7.543333333333333,7.543333333333333,Firestone,155/70 R13,safe,2023.0,Good
IMG_0014 - Viren Viren.JPG,7.52,7.55,7.22,7.43,7.43,Firestone,155/70 R13,safe,2023.0,Good
IMG_0017 - Viren Viren.JPG,5.82,6.08,5.56,5.82,5.82,MRF,155/70 R13,safe,1999.0,Moderate
IMG_0020 - Viren Viren.JPG,3.44,3.02,3.01,3.07,3.135,CEAT,185/70 R14,moderate,2021.0,Replace Soon
IMG_0023 - Viren Viren.JPG,2.59,3.25,2.97,2.936666666666667,2.936666666666667,CEAT,185/70 R14,moderate,2021.0,Replace Soon
IMG_0026 - Viren Viren.JPG,1.5,2.65,2.75,2.87,2.4425,Bridgestone,185/70 R14,moderate,,Replace Soon
IMG_0029 - Viren Viren.JPG,1.86,1.84,1.61,1.55,1.715,Bridgestone,185/70 R14,moderate,2018.0,Dangerous
IMG_0032 - Viren Viren.JPG,7.16,6.9,6.48,6.846666666666667,6.846666666666667,Firestone,185/70 R14,safe,,Good
IMG_0035 - Viren Viren.JPG,3.68,4.16,3.44,3.76,3.76,Bridgestone,185/65/ R15,moderate,2023.0,Replace Soon
IMG_0038 - Viren Viren.JPG,1.96,2.12,3.09,2.39,2.39,Bridgestone,185/65/ R15,moderate,2023.0,Replace Soon
IMG_0041 - Viren Viren.JPG,0.89,1.1,1.31,1.1,1.1,Bridgestone,185/65/ R15,replace,2021.0,Dangerous
IMG_0044 - Viren Viren.JPG,6.35,6.95,6.41,6.57,6.57,CEAT,185/70 R15,safe,2023.0,Good
IMG_0047 - Viren Viren.JPG,6.65,7.45,6.08,6.726666666666667,6.726666666666667,CEAT,185/70 R15,safe,2023.0,Good
IMG_0050 - Viren Viren.JPG,3.61,4.4,4.1,4.036666666666666,4.036666666666666,CEAT,185/70 R15,safe,2023.0,Moderate
IMG_0053 - Viren Viren.JPG,2.93,3.85,3.38,3.3866666666666667,3.3866666666666667,CEAT,185/70 R15,moderate,2023.0,Replace Soon
IMG_0056 - Viren Viren.JPG,6.24,6.01,6.16,6.136666666666667,6.136666666666667,MRF,165/80 R14,safe,,Good
IMG_0059 - Viren Viren.JPG,6.01,6.0,6.14,6.05,6.05,MRF,165/80 R14,safe,,Good
IMG_0144 - Viren Viren.JPG,6.07,6.09,5.77,5.976666666666667,5.976666666666667,Bridgestone,175/65 R15,safe,2023.0,Moderate
IMG_0147 - Viren Viren.JPG,5.47,5.86,5.59,5.640000000000001,5.640000000000001,Unknown,Unknown,safe,,Moderate
IMG_0150 - Viren Viren.JPG,4.57,5.47,4.8,4.946666666666666,4.946666666666666,Bridgestone,175/65 R15,safe,2023.0,Moderate
IMG_0153 - Viren Viren.JPG,4.79,5.03,4.41,4.743333333333333,4.743333333333333,Bridgestone,175/65 R15,safe,2023.0,Moderate
IMG_0156 - Viren Viren.JPG,2.48,2.48,2.46,2.473333333333333,2.473333333333333,Kelly,155/80 R13,moderate,2023.0,Replace Soon
IMG_0159 - Viren Viren.JPG,4.18,3.65,4.0,3.9433333333333334,3.9433333333333334,Kelly,155/80 R13,moderate,2024.0,Replace Soon
IMG_0162 - Viren Viren.JPG,4.28,3.78,4.07,4.043333333333334,4.043333333333334,Kelly,155/80 R13,safe,2024.0,Moderate
IMG_0165 - Viren Viren.JPG,2.07,2.62,2.5,2.3966666666666665,2.3966666666666665,Kelly,155/80 R13,moderate,2024.0,Replace Soon
IMG_0168 - Viren Viren.JPG,4.57,4.54,4.45,3.63,4.297499999999999,Apollo,195/60 R16,safe,2024.0,Moderate
IMG_0171 - Viren Viren.JPG,3.8,5.06,5.22,3.6,4.42,Apollo,195/60 R16,safe,2024.0,Moderate
IMG_0175 - Viren Viren.JPG,4.04,5.1,5.33,3.1,4.3925,Unknown,Unknown,safe,,Moderate
IMG_0177 - Viren Viren.JPG,4.0,5.29,4.85,3.34,4.369999999999999,Unknown,Unknown,safe,,Moderate
IMG_0179 - Viren Viren.JPG,5.85,5.3,5.46,5.57,5.545,Unknown,Unknown,safe,,Moderate
IMG_0181 - Viren Viren.JPG,6.27,6.25,6.31,6.56,6.347499999999999,MRF,205/60 R16,safe,2025.0,Good
IMG_0184 - Viren Viren.JPG,6.32,6.63,6.78,6.56,6.5725,MRF,205/60 R16,safe,2025.0,Good
IMG_0187 - Viren Viren.JPG,5.48,5.45,5.5,5.8,5.5575,Unknown,Unknown,safe,,Moderate
IMG_0189 - Viren Viren.JPG,6.5,7.43,7.15,7.06,7.034999999999999,MRF,205/60 R16,safe,2025.0,Good
IMG_0192 - Viren Viren.JPG,6.42,7.11,6.94,6.83,6.825000000000001,MRF,205/60 R16,safe,,Good
IMG_0195 - Viren Viren.JPG,6.32,6.68,6.66,6.45,6.5275,MRF,205/60 R16,safe,2025.0,Good
IMG_0200 - Viren Viren.JPG,6.47,6.75,6.99,6.42,6.657500000000001,MRF,205/60 R16,safe,,Good
IMG_0203 - Viren Viren.JPG,5.39,5.64,5.71,5.579999999999999,5.579999999999999,MRF,165/70 R14,safe,,Moderate
IMG_0206 - Viren Viren.JPG,5.79,6.14,5.81,5.913333333333333,5.913333333333333,Bridgestone,165/65 R14,safe,,Moderate
IMG_0209 - Viren Viren.JPG,5.6,5.1,5.77,5.489999999999999,5.489999999999999,Bridgestone,165/65 R14,safe,,Moderate
IMG_0212 - Viren Viren.JPG,6.28,6.56,6.76,6.533333333333334,6.533333333333334,Bridgestone,165/65 R14,safe,,Good
IMG_0217 - Viren Viren.JPG,2.08,2.47,2.07,2.206666666666667,2.206666666666667,Apollo,195/55 R16,moderate,2022.0,Replace Soon
IMG_0222 - Viren Viren.JPG,3.1,3.44,3.3,2.65,3.1225,Apollo,195/55 R16,moderate,2022.0,Replace Soon
IMG_0224 - Viren Viren.JPG,3.75,3.54,3.36,2.63,3.3200000000000003,Apollo,195/55 R16,moderate,2022.0,Replace Soon
IMG_0227 - Viren Viren.JPG,2.09,2.2,2.06,1.38,1.9324999999999999,Apollo,195/55 R16,moderate,2022.0,Dangerous
IMG_0230 - Viren Viren.JPG,3.37,4.18,3.79,3.78,3.78,Apollo,165/80 R14,moderate,2017.0,Replace Soon
IMG_0233 - Viren Viren.JPG,6.05,5.57,6.49,6.036666666666666,6.036666666666666,MRF,165/80 R14,safe,,Good
IMG_0236 - Viren Viren.JPG,6.22,5.95,6.35,6.173333333333333,6.173333333333333,MRF,165/80 R14,safe,,Good
IMG_0239 - Viren Viren.JPG,6.43,6.4,6.54,6.456666666666667,6.456666666666667,MRF,165/80 R14,safe,2024.0,Good
IMG_0243 - Viren Viren.JPG,4.26,5.09,5.07,4.09,4.6274999999999995,Apollo,215/60 R17,safe,2023.0,Moderate
IMG_0247 - Viren Viren.JPG,5.27,5.75,5.5,4.84,5.34,Apollo,215/60 R17,safe,2023.0,Moderate
IMG_0249 - Viren Viren.JPG,5.34,5.95,5.9,5.37,5.64,Apollo,215/60 R17,safe,2023.0,Moderate
