image_id,wear_pattern,class_id,condition,severity,cause,corrective_action
IMG_0017 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0020 - Viren Viren.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_0023 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0026 - Viren Viren.JPG,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG_0029 - Viren Viren.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_0032 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0035 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0038 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0041 - Viren Viren.JPG,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG_0044 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0047 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0050 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0053 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0056 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0059 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0144 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0147 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0150 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0153 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0156 - Viren Viren.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_0159 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0162 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0165 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0168 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0171 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0175 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0177 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0179 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0181 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0184 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0187 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0189 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0192 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0195 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0200 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0203 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0206 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0209 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0212 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0217 - Viren Viren.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_0222 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0224 - Viren Viren.JPG,one_sided_wear,4,moderate,moderate,Possible alignment issue,Inspect pressure and alignment
IMG_0227 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0230 - Viren Viren.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0233 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0236 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0239 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0243 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0247 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0249 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0252 - Viren Viren.JPG,one_sided_wear,4,safe,moderate,Possible alignment issue,Inspect pressure and alignment
IMG_0256 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0260 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0262 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0265 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0268 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0271 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0274 - Viren Viren.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_0277 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0281 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0284 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0286 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0289 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0293 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0296 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0298 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0301 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0304 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0308 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0310 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0313 - Viren Viren.JPG,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG_0317 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0320 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0322 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0325 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG_0329 - Viren Viren.JPG,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_0332 - Viren Viren.JPG,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG_0335 - Viren Viren.JPG,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155830 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155758 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155725 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155646 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155613 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325155539 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155505 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155439 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155356 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325155332 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325155257[1] - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325155222[1] - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325155146[1] - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260325155103[1] - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260325155025[1] - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325154958[1] - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325154919[1] - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260325154814[1] - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260325154706[1] - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260325154629[1] - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325154559[1] - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325154528[1] - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260325154502 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325154442[1] - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325154416 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260325154346[1] - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325154313[1] - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260325154240[1] - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260325154151[1] - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260325154109 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325154018 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260325153941 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260325153836 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260325153756 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325153652 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260325153624 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260325153543 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260325153512 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260325153420 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260325153335 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330120034 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330120203 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260330120232 - Viren Viren.jpg,one_sided_wear,4,moderate,moderate,Possible alignment issue,Inspect pressure and alignment
IMG20260330120339 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330120413 - Viren Viren.jpg,edge_wear,1,safe,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260330120440 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330120518 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330120547 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330120615 - Viren Viren.jpg,one_sided_wear,4,safe,moderate,Possible alignment issue,Inspect pressure and alignment
IMG20260330120641 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330120720 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260330120746 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330120816 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260330120916 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330121012 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260330121053 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330121118 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330121143 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330121219 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330121313 - Viren Viren.jpg,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260330121512 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330121539 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330121605 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330121637 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260330121702 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330121731 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260330121759 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330121827 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330121935 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330122002 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330122037 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330122110 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330123443 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330123511 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330123554 - Viren Viren.jpg,one_sided_wear,4,moderate,moderate,Possible alignment issue,Inspect pressure and alignment
IMG20260330123652 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260330123753 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330123816 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330123854 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330123921 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260330123943 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330124012 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330124054 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124123 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124145 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124212 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260330124240 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260330124317 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124343 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124435 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124500 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124528 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124552 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124623 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124648 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124751 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124820 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330124855 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330124919 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330125033 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125055 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260330125113 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330125139 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330125214 - Viren Viren.jpg,one_sided_wear,4,moderate,moderate,Possible alignment issue,Inspect pressure and alignment
IMG20260330125302 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260330125329 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260330125535 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125538 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125542 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125546 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125556 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125600 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125611 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125615 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125619 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125621 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125635 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125638 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125643 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125647 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260330125806 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260330125900 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330125938 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260330130000 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402103749 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402103834 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260402103903 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260402103930 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402103954 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260402104019 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260402104055 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402104122 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402104209 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260402104251 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402104320 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402104401 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402104429 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260402104452 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260402105926 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402110056 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402110125 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260402110152 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402110219 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402110241 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402110317 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402110351 - Viren Viren.jpg,one_sided_wear,4,safe,moderate,Possible alignment issue,Inspect pressure and alignment
IMG20260402110418 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402110445 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260402110513 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402110540 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402110605 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260402110708 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260402110743 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402110807 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402110833 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402110930 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402111001 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402111023 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402111050 - Viren Viren.jpg,edge_wear,1,safe,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260402111110 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402111137 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402111159 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402111223 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402111251 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402111315 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402111346 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402111443 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402111501 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402111546 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402111613 - Viren Viren.jpg,edge_wear,1,safe,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260402111638 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402111701 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402111822 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260402111848 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260402111938 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260402112016 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260402112044 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402112147 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260402112205 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260402112223 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402112249 - Viren Viren.jpg,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260402112317 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402112351 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402112422 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402112447 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402112521 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260402112552 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260402112617 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260402112648 - Viren Viren.jpg,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260402112716 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260402112748 - Viren Viren.jpg,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260406113429 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113440 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
