image_id,tread_depth_pred,health_score_pred,remaining_life_pred,wear_pattern_pred,risk_level,replacement_urgency
IMG_0041 - Viren Viren.JPG,1.1,1.69,0.0,critical_wear,CRITICAL,Immediate
IMG_0044 - Viren Viren.JPG,6.57,8.01,77.65625,uneven_wear,LOW,Low
IMG_0047 - Viren Viren.JPG,6.726666666666667,8.1,80.10416666666667,uneven_wear,LOW,Low
IMG_0050 - Viren Viren.JPG,4.036666666666666,6.42,38.07291666666666,uneven_wear,LOW,High
IMG_0053 - Viren Viren.JPG,3.3866666666666667,4.97,27.91666666666666,uneven_wear,LOW,High
IMG_0056 - Viren Viren.JPG,6.136666666666667,8.54,70.88541666666667,even,LOW,Low
IMG_0059 - Viren Viren.JPG,6.05,8.48,69.53124999999999,even,LOW,Medium
IMG_0144 - Viren Viren.JPG,5.976666666666667,8.44,68.38541666666667,even,LOW,Medium
IMG_0147 - Viren Viren.JPG,5.640000000000001,8.22,63.12500000000001,even,LOW,Medium
IMG_0150 - Viren Viren.JPG,4.946666666666666,6.99,52.29166666666666,uneven_wear,LOW,Medium
IMG_0153 - Viren Viren.JPG,4.743333333333333,6.86,49.11458333333333,uneven_wear,LOW,Medium
IMG_0156 - Viren Viren.JPG,2.473333333333333,5.2,13.645833333333329,even,MODERATE,Immediate
IMG_0159 - Viren Viren.JPG,3.9433333333333334,5.31,36.61458333333333,uneven_wear,LOW,High
IMG_0162 - Viren Viren.JPG,4.043333333333334,6.43,38.17708333333334,uneven_wear,LOW,High
IMG_0165 - Viren Viren.JPG,2.3966666666666665,4.35,12.447916666666663,uneven_wear,MODERATE,Immediate
IMG_0168 - Viren Viren.JPG,4.297499999999999,6.59,42.148437499999986,uneven_wear,LOW,Medium
IMG_0171 - Viren Viren.JPG,4.42,7.06,44.06249999999999,center_wear,LOW,Medium
IMG_0175 - Viren Viren.JPG,4.3925,7.05,43.63281249999999,center_wear,LOW,Medium
IMG_0177 - Viren Viren.JPG,4.369999999999999,7.03,43.281249999999986,center_wear,LOW,Medium
IMG_0179 - Viren Viren.JPG,5.545,7.37,61.64062499999999,uneven_wear,LOW,Medium
IMG_0181 - Viren Viren.JPG,6.347499999999999,8.67,74.17968749999999,even,LOW,Low
IMG_0184 - Viren Viren.JPG,6.5725,8.81,77.6953125,even,LOW,Low
IMG_0187 - Viren Viren.JPG,5.5575,8.17,61.83593749999999,even,LOW,Medium
IMG_0189 - Viren Viren.JPG,7.034999999999999,8.7,84.92187499999999,center_wear,LOW,Low
IMG_0192 - Viren Viren.JPG,6.825000000000001,8.17,81.64062500000003,uneven_wear,LOW,Low
IMG_0195 - Viren Viren.JPG,6.5275,8.78,76.9921875,even,LOW,Low
IMG_0200 - Viren Viren.JPG,6.657500000000001,8.06,79.02343750000001,uneven_wear,LOW,Low
IMG_0203 - Viren Viren.JPG,5.579999999999999,8.19,62.187499999999986,even,LOW,Medium
IMG_0206 - Viren Viren.JPG,5.913333333333333,8.4,67.39583333333331,even,LOW,Medium
IMG_0209 - Viren Viren.JPG,5.489999999999999,7.33,60.781249999999986,uneven_wear,LOW,Medium
IMG_0212 - Viren Viren.JPG,6.533333333333334,8.78,77.08333333333334,even,LOW,Low
IMG_0217 - Viren Viren.JPG,2.206666666666667,5.03,9.47916666666667,even,MODERATE,Immediate
IMG_0222 - Viren Viren.JPG,3.1225,4.8,23.7890625,uneven_wear,LOW,High
IMG_0224 - Viren Viren.JPG,3.3200000000000003,4.82,26.875,one_sided_wear,LOW,High
IMG_0227 - Viren Viren.JPG,1.9324999999999999,4.06,5.1953124999999964,uneven_wear,MODERATE,Immediate
IMG_0230 - Viren Viren.JPG,3.78,4.69,34.06249999999999,uneven_wear,MODERATE,High
IMG_0233 - Viren Viren.JPG,6.036666666666666,7.67,69.32291666666664,uneven_wear,LOW,Medium
IMG_0236 - Viren Viren.JPG,6.173333333333333,8.56,71.45833333333331,even,LOW,Low
IMG_0239 - Viren Viren.JPG,6.456666666666667,8.74,75.88541666666667,even,LOW,Low
IMG_0243 - Viren Viren.JPG,4.6274999999999995,7.19,47.304687499999986,center_wear,LOW,Medium
IMG_0247 - Viren Viren.JPG,5.34,7.64,58.4375,center_wear,LOW,Medium
IMG_0249 - Viren Viren.JPG,5.64,7.82,63.124999999999986,center_wear,LOW,Medium
IMG_0252 - Viren Viren.JPG,5.045,6.95,53.82812499999999,one_sided_wear,LOW,Medium
IMG_0256 - Viren Viren.JPG,6.2325,8.2,72.3828125,center_wear,LOW,Low
IMG_0260 - Viren Viren.JPG,4.795,6.9,49.92187499999999,uneven_wear,LOW,Medium
IMG_0262 - Viren Viren.JPG,4.27,6.97,41.718749999999986,center_wear,LOW,Medium
IMG_0265 - Viren Viren.JPG,6.13,8.13,70.78124999999999,center_wear,LOW,Low
IMG_0268 - Viren Viren.JPG,5.793333333333333,8.32,65.52083333333333,even,LOW,Medium
IMG_0271 - Viren Viren.JPG,4.27,7.37,41.718749999999986,even,LOW,Medium
IMG_0274 - Viren Viren.JPG,3.9866666666666664,6.14,37.29166666666666,even,LOW,High
IMG_0277 - Viren Viren.JPG,5.53,8.16,61.40624999999999,even,LOW,Medium
IMG_0281 - Viren Viren.JPG,6.2775,8.22,73.0859375,center_wear,LOW,Low
IMG_0284 - Viren Viren.JPG,4.685,6.83,48.20312499999999,uneven_wear,LOW,Medium
IMG_0286 - Viren Viren.JPG,4.43,6.67,44.21874999999999,uneven_wear,LOW,Medium
IMG_0289 - Viren Viren.JPG,6.17,8.16,71.40625,center_wear,LOW,Low
IMG_0293 - Viren Viren.JPG,6.197500000000001,7.77,71.8359375,uneven_wear,LOW,Low
IMG_0296 - Viren Viren.JPG,5.145,7.12,55.39062499999999,uneven_wear,LOW,Medium
IMG_0298 - Viren Viren.JPG,5.235,7.17,56.796875,uneven_wear,LOW,Medium
IMG_0301 - Viren Viren.JPG,6.29,7.83,73.28124999999999,uneven_wear,LOW,Low
IMG_0304 - Viren Viren.JPG,7.047499999999999,8.3,85.11718749999999,uneven_wear,LOW,Low
IMG_0308 - Viren Viren.JPG,7.1425,8.76,86.6015625,center_wear,LOW,Low
IMG_0310 - Viren Viren.JPG,7.04,8.7,84.99999999999999,center_wear,LOW,Low
IMG_0313 - Viren Viren.JPG,7.0425,8.7,85.0390625,center_wear,LOW,Low
IMG_0317 - Viren Viren.JPG,5.56,8.18,61.87499999999999,even,LOW,Medium
IMG_0320 - Viren Viren.JPG,5.3933333333333335,8.07,59.27083333333333,even,LOW,Medium
IMG_0322 - Viren Viren.JPG,5.403333333333333,8.08,59.42708333333333,even,LOW,Medium
IMG_0325 - Viren Viren.JPG,5.793333333333333,8.32,65.52083333333333,even,LOW,Medium
IMG_0329 - Viren Viren.JPG,5.07,7.07,54.21875000000001,uneven_wear,LOW,Medium
IMG_0332 - Viren Viren.JPG,3.8266666666666667,5.08,34.791666666666664,center_wear,LOW,High
IMG_0335 - Viren Viren.JPG,4.36,6.68,43.125,even,LOW,Medium
IMG20260325155830 - Viren Viren.jpg,5.653333333333333,8.23,63.33333333333332,even,LOW,Medium
IMG20260325155758 - Viren Viren.jpg,5.756666666666667,8.3,64.94791666666666,even,LOW,Medium
IMG20260325155725 - Viren Viren.jpg,5.260000000000001,7.99,57.1875,even,LOW,Medium
IMG20260325155646 - Viren Viren.jpg,5.813333333333333,8.33,65.83333333333331,even,LOW,Medium
IMG20260325155613 - Viren Viren.jpg,3.7733333333333334,5.21,33.95833333333333,uneven_wear,LOW,High
IMG20260325155539 - Viren Viren.jpg,6.079999999999999,8.5,69.99999999999997,even,LOW,Medium
IMG20260325155505 - Viren Viren.jpg,6.06,8.49,69.68749999999999,even,LOW,Medium
IMG20260325155439 - Viren Viren.jpg,6.353333333333333,8.67,74.27083333333331,even,LOW,Low
IMG20260325155356 - Viren Viren.jpg,5.726666666666667,7.48,64.47916666666667,uneven_wear,LOW,Medium
IMG20260325155332 - Viren Viren.jpg,3.3666666666666667,4.95,27.604166666666664,uneven_wear,LOW,High
IMG20260325155257[1] - Viren Viren.jpg,3.6133333333333333,5.11,31.45833333333333,uneven_wear,LOW,High
IMG20260325155222[1] - Viren Viren.jpg,6.123333333333334,8.53,70.67708333333333,even,LOW,Low
IMG20260325155146[1] - Viren Viren.jpg,4.08,6.85,38.74999999999999,center_wear,LOW,High
IMG20260325155103[1] - Viren Viren.jpg,5.71,7.87,64.21874999999999,center_wear,LOW,Medium
IMG20260325155025[1] - Viren Viren.jpg,5.486666666666667,8.13,60.729166666666664,even,LOW,Medium
IMG20260325154958[1] - Viren Viren.jpg,4.0775,6.45,38.71093749999999,uneven_wear,LOW,High
IMG20260325154919[1] - Viren Viren.jpg,5.6775,7.85,63.71093750000001,center_wear,LOW,Medium
IMG20260325154814[1] - Viren Viren.jpg,5.2675,7.59,57.30468749999999,center_wear,LOW,Medium
IMG20260325154706[1] - Viren Viren.jpg,4.6075,7.18,46.99218749999999,center_wear,LOW,Medium
IMG20260325154629[1] - Viren Viren.jpg,4.694999999999999,6.83,48.359374999999986,uneven_wear,LOW,Medium
IMG20260325154559[1] - Viren Viren.jpg,4.1866666666666665,7.32,40.416666666666664,even,LOW,Medium
IMG20260325154528[1] - Viren Viren.jpg,3.7399999999999998,5.99,33.43749999999999,even,LOW,High
IMG20260325154502 - Viren Viren.jpg,5.586666666666667,7.39,62.291666666666664,uneven_wear,LOW,Medium
IMG20260325154442[1] - Viren Viren.jpg,5.596666666666667,8.2,62.44791666666666,even,LOW,Medium
IMG20260325154416 - Viren Viren.jpg,3.4433333333333334,5.8,28.80208333333333,even,LOW,High
IMG20260325154346[1] - Viren Viren.jpg,4.22,7.34,40.93749999999999,even,LOW,Medium
IMG20260325154313[1] - Viren Viren.jpg,3.845,6.05,35.078125,even,LOW,High
IMG20260325154240[1] - Viren Viren.jpg,1.28,1.8,0.0,critical_wear,CRITICAL,Immediate
IMG20260325154151[1] - Viren Viren.jpg,1.6150000000000002,4.26,0.23437500000000194,center_wear,MODERATE,Immediate
IMG20260325154109 - Viren Viren.jpg,3.4225000000000003,4.99,28.476562500000004,uneven_wear,LOW,High
IMG20260325154018 - Viren Viren.jpg,3.1,5.19,23.4375,center_wear,LOW,High
IMG20260325153941 - Viren Viren.jpg,1.7774999999999999,4.76,2.7734374999999964,even,MODERATE,Immediate
IMG20260325153836 - Viren Viren.jpg,4.11,6.87,39.21875,center_wear,LOW,High
IMG20260325153756 - Viren Viren.jpg,3.82,5.24,34.68749999999999,uneven_wear,LOW,High
IMG20260325153652 - Viren Viren.jpg,2.2266666666666666,5.04,9.791666666666664,even,MODERATE,Immediate
IMG20260325153624 - Viren Viren.jpg,3.64,5.92,31.874999999999996,even,LOW,High
IMG20260325153543 - Viren Viren.jpg,4.715,7.65,48.67187499999999,even,LOW,Medium
IMG20260325153512 - Viren Viren.jpg,2.9774999999999996,4.71,21.523437499999993,uneven_wear,MODERATE,High
IMG20260325153420 - Viren Viren.jpg,2.005,4.9,6.328124999999997,even,MODERATE,Immediate
IMG20260325153335 - Viren Viren.jpg,4.765,7.68,49.45312499999999,even,LOW,Medium
IMG20260330120034 - Viren Viren.jpg,5.8775,8.37,66.8359375,even,LOW,Medium
IMG20260330120203 - Viren Viren.jpg,2.5866666666666664,5.27,15.416666666666663,even,MODERATE,Immediate
IMG20260330120232 - Viren Viren.jpg,3.435,4.9,28.671874999999996,one_sided_wear,LOW,High
IMG20260330120339 - Viren Viren.jpg,5.006666666666667,7.03,53.22916666666666,uneven_wear,LOW,Medium
IMG20260330120413 - Viren Viren.jpg,4.496666666666667,6.81,45.26041666666667,edge_wear,LOW,Medium
IMG20260330120440 - Viren Viren.jpg,3.8175,5.64,34.64843749999999,center_wear,LOW,High
IMG20260330120518 - Viren Viren.jpg,4.123333333333334,6.48,39.42708333333334,uneven_wear,LOW,High
IMG20260330120547 - Viren Viren.jpg,1.8475,4.4,3.8671874999999973,center_wear,MODERATE,Immediate
IMG20260330120615 - Viren Viren.jpg,5.862500000000001,7.46,66.60156250000001,one_sided_wear,LOW,Medium
IMG20260330120641 - Viren Viren.jpg,2.0025000000000004,4.5,6.289062500000004,center_wear,MODERATE,Immediate
IMG20260330120720 - Viren Viren.jpg,4.1875,6.92,40.42968749999999,center_wear,LOW,Medium
IMG20260330120746 - Viren Viren.jpg,2.775,4.58,18.359374999999996,uneven_wear,MODERATE,Immediate
IMG20260330120816 - Viren Viren.jpg,4.5,7.11,45.31249999999999,center_wear,LOW,Medium
IMG20260330120916 - Viren Viren.jpg,5.645,8.23,63.20312499999999,even,LOW,Medium
IMG20260330121012 - Viren Viren.jpg,4.0925,6.86,38.9453125,center_wear,LOW,High
IMG20260330121053 - Viren Viren.jpg,1.9466666666666665,4.07,5.416666666666663,uneven_wear,MODERATE,Immediate
IMG20260330121118 - Viren Viren.jpg,4.920000000000001,6.98,51.87500000000001,uneven_wear,LOW,Medium
IMG20260330121143 - Viren Viren.jpg,3.885,5.28,35.70312499999999,uneven_wear,LOW,High
IMG20260330121219 - Viren Viren.jpg,2.9349999999999996,4.68,20.859374999999993,uneven_wear,MODERATE,High
IMG20260330121313 - Viren Viren.jpg,1.8675,4.12,4.179687499999997,edge_wear,MODERATE,Immediate
IMG20260330121512 - Viren Viren.jpg,1.7525,3.95,2.382812499999998,uneven_wear,MODERATE,Immediate
IMG20260330121539 - Viren Viren.jpg,5.953333333333333,8.42,68.02083333333333,even,LOW,Medium
IMG20260330121605 - Viren Viren.jpg,7.31,9.27,89.21874999999999,even,LOW,Low
IMG20260330121637 - Viren Viren.jpg,3.206666666666667,5.65,25.104166666666668,even,LOW,High
IMG20260330121702 - Viren Viren.jpg,4.946666666666666,7.79,52.29166666666666,even,LOW,Medium
IMG20260330121731 - Viren Viren.jpg,4.86,7.34,50.9375,center_wear,LOW,Medium
IMG20260330121759 - Viren Viren.jpg,3.43,4.99,28.59375,uneven_wear,LOW,High
IMG20260330121827 - Viren Viren.jpg,6.566666666666667,8.0,77.60416666666666,uneven_wear,LOW,Low
IMG20260330121935 - Viren Viren.jpg,5.583333333333333,7.39,62.23958333333333,uneven_wear,LOW,Medium
IMG20260330122002 - Viren Viren.jpg,5.746666666666666,8.29,64.79166666666666,even,LOW,Medium
IMG20260330122037 - Viren Viren.jpg,4.193333333333334,6.52,40.52083333333334,uneven_wear,LOW,Medium
IMG20260330122110 - Viren Viren.jpg,4.633333333333334,6.8,47.395833333333336,uneven_wear,LOW,Medium
IMG20260330123443 - Viren Viren.jpg,2.86,5.04,19.687499999999996,center_wear,MODERATE,Immediate
IMG20260330123511 - Viren Viren.jpg,2.6525,4.91,16.445312499999996,center_wear,MODERATE,Immediate
IMG20260330123554 - Viren Viren.jpg,2.13,4.08,8.281249999999996,one_sided_wear,MODERATE,Immediate
IMG20260330123652 - Viren Viren.jpg,6.1025,8.11,70.35156249999999,center_wear,LOW,Low
IMG20260330123753 - Viren Viren.jpg,4.26,6.56,41.56249999999999,uneven_wear,LOW,Medium
IMG20260330123816 - Viren Viren.jpg,4.0600000000000005,7.24,38.4375,even,LOW,High
IMG20260330123854 - Viren Viren.jpg,3.0775,4.77,23.0859375,uneven_wear,LOW,High
IMG20260330123921 - Viren Viren.jpg,3.27,5.69,26.09375,even,LOW,High
IMG20260330123943 - Viren Viren.jpg,3.1875,5.24,24.804687499999996,center_wear,LOW,High
IMG20260330124012 - Viren Viren.jpg,2.8525,5.03,19.570312499999996,center_wear,MODERATE,Immediate
IMG20260330124054 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124123 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124145 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124212 - Viren Viren.jpg,7.1525,8.77,86.7578125,center_wear,LOW,Low
IMG20260330124240 - Viren Viren.jpg,7.317499999999999,8.87,89.33593749999999,center_wear,LOW,Low
IMG20260330124317 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124343 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124435 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124500 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124528 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124552 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124623 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124648 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124751 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124820 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330124855 - Viren Viren.jpg,3.606666666666667,5.1,31.354166666666668,uneven_wear,LOW,High
IMG20260330124919 - Viren Viren.jpg,3.2099999999999995,4.86,25.156249999999993,uneven_wear,LOW,High
IMG20260330125033 - Viren Viren.jpg,4.543333333333334,7.54,45.98958333333334,even,LOW,Medium
IMG20260330125055 - Viren Viren.jpg,3.2600000000000002,5.69,25.937500000000004,even,LOW,High
IMG20260330125113 - Viren Viren.jpg,2.8666666666666667,4.64,19.791666666666664,uneven_wear,MODERATE,Immediate
IMG20260330125139 - Viren Viren.jpg,3.7849999999999997,5.62,34.14062499999999,center_wear,LOW,High
IMG20260330125214 - Viren Viren.jpg,3.0725,4.67,23.007812499999993,one_sided_wear,LOW,High
IMG20260330125302 - Viren Viren.jpg,2.146666666666667,4.99,8.54166666666667,even,MODERATE,Immediate
IMG20260330125329 - Viren Viren.jpg,2.7874999999999996,5.39,18.554687499999993,even,MODERATE,Immediate
IMG20260330125535 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125538 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125542 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125546 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125556 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125600 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125611 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125615 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125619 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125621 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125635 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125638 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125643 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125647 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260330125806 - Viren Viren.jpg,2.2775,4.67,10.585937499999996,center_wear,MODERATE,Immediate
IMG20260330125900 - Viren Viren.jpg,4.615,6.78,47.109375,uneven_wear,LOW,Medium
IMG20260330125938 - Viren Viren.jpg,6.026666666666666,7.67,69.16666666666666,uneven_wear,LOW,Medium
IMG20260330130000 - Viren Viren.jpg,3.1399999999999997,4.81,24.062499999999993,uneven_wear,LOW,High
IMG20260402103749 - Viren Viren.jpg,1.9566666666666663,4.87,5.57291666666666,even,MODERATE,Immediate
IMG20260402103834 - Viren Viren.jpg,2.1775,4.61,9.023437500000002,center_wear,MODERATE,Immediate
IMG20260402103903 - Viren Viren.jpg,3.775,5.61,33.98437499999999,center_wear,LOW,High
IMG20260402103930 - Viren Viren.jpg,5.1875,7.14,56.0546875,uneven_wear,LOW,Medium
IMG20260402103954 - Viren Viren.jpg,2.8875,5.05,20.1171875,center_wear,MODERATE,High
IMG20260402104019 - Viren Viren.jpg,3.3099999999999996,5.32,26.718749999999993,center_wear,LOW,High
IMG20260402104055 - Viren Viren.jpg,4.483333333333333,6.7,45.05208333333333,uneven_wear,LOW,Medium
IMG20260402104122 - Viren Viren.jpg,6.025,8.07,69.14062500000001,center_wear,LOW,Medium
IMG20260402104209 - Viren Viren.jpg,6.0575,8.49,69.6484375,even,LOW,Medium
IMG20260402104251 - Viren Viren.jpg,3.686666666666666,5.95,32.60416666666666,even,LOW,High
IMG20260402104320 - Viren Viren.jpg,4.596666666666667,6.77,46.822916666666664,uneven_wear,LOW,Medium
IMG20260402104401 - Viren Viren.jpg,3.866666666666667,5.27,35.41666666666667,uneven_wear,LOW,High
IMG20260402104429 - Viren Viren.jpg,4.93,7.78,52.03124999999999,even,LOW,Medium
IMG20260402104452 - Viren Viren.jpg,5.396666666666667,8.07,59.32291666666667,even,LOW,Medium
IMG20260402105926 - Viren Viren.jpg,3.4325,5.0,28.6328125,uneven_wear,LOW,High
IMG20260402110056 - Viren Viren.jpg,7.227499999999999,8.82,87.92968749999999,center_wear,LOW,Low
IMG20260402110125 - Viren Viren.jpg,6.157500000000001,8.55,71.21093750000001,even,LOW,Low
IMG20260402110152 - Viren Viren.jpg,5.137500000000001,7.11,55.273437500000014,uneven_wear,LOW,Medium
IMG20260402110219 - Viren Viren.jpg,2.975,5.51,21.484375,even,MODERATE,High
IMG20260402110241 - Viren Viren.jpg,4.09,6.46,38.90624999999999,uneven_wear,LOW,High
IMG20260402110317 - Viren Viren.jpg,6.87,8.19,82.34375,uneven_wear,LOW,Low
IMG20260402110351 - Viren Viren.jpg,6.4175,7.81,75.2734375,one_sided_wear,LOW,Low
IMG20260402110418 - Viren Viren.jpg,5.4975000000000005,7.34,60.8984375,uneven_wear,LOW,Medium
IMG20260402110445 - Viren Viren.jpg,5.9,8.39,67.18750000000001,even,LOW,Medium
IMG20260402110513 - Viren Viren.jpg,3.9625,6.13,36.91406249999999,even,LOW,High
IMG20260402110540 - Viren Viren.jpg,4.623333333333334,6.79,47.23958333333334,uneven_wear,LOW,Medium
IMG20260402110605 - Viren Viren.jpg,4.2575,7.36,41.5234375,even,LOW,Medium
IMG20260402110708 - Viren Viren.jpg,4.4750000000000005,7.5,44.92187500000001,even,LOW,Medium
IMG20260402110743 - Viren Viren.jpg,4.1375,6.49,39.6484375,uneven_wear,LOW,High
IMG20260402110807 - Viren Viren.jpg,3.9050000000000002,6.09,36.015625,even,LOW,High
IMG20260402110833 - Viren Viren.jpg,5.445,7.7,60.07812500000001,center_wear,LOW,Medium
IMG20260402110930 - Viren Viren.jpg,5.7675,7.9,65.1171875,center_wear,LOW,Medium
IMG20260402111001 - Viren Viren.jpg,5.959999999999999,8.02,68.12499999999999,center_wear,LOW,Medium
IMG20260402111023 - Viren Viren.jpg,5.9025,7.99,67.2265625,center_wear,LOW,Medium
IMG20260402111050 - Viren Viren.jpg,4.79,6.99,49.84375,edge_wear,LOW,Medium
IMG20260402111110 - Viren Viren.jpg,3.9425,6.11,36.60156249999999,even,LOW,High
IMG20260402111137 - Viren Viren.jpg,2.8866666666666667,4.65,20.104166666666664,uneven_wear,MODERATE,High
IMG20260402111159 - Viren Viren.jpg,3.47,5.02,29.21875,uneven_wear,LOW,High
IMG20260402111223 - Viren Viren.jpg,3.576666666666666,5.89,30.885416666666654,even,LOW,High
IMG20260402111251 - Viren Viren.jpg,5.55,7.37,61.718749999999986,uneven_wear,LOW,Medium
IMG20260402111315 - Viren Viren.jpg,5.8225,7.94,65.9765625,center_wear,LOW,Medium
IMG20260402111346 - Viren Viren.jpg,6.616666666666667,8.04,78.38541666666667,uneven_wear,LOW,Low
IMG20260402111443 - Viren Viren.jpg,3.5025,5.04,29.726562499999996,uneven_wear,LOW,High
IMG20260402111501 - Viren Viren.jpg,5.669999999999999,7.44,63.59374999999997,uneven_wear,LOW,Medium
IMG20260402111546 - Viren Viren.jpg,3.7824999999999998,5.21,34.10156249999999,uneven_wear,LOW,High
IMG20260402111613 - Viren Viren.jpg,4.5024999999999995,6.81,45.351562499999986,edge_wear,LOW,Medium
IMG20260402111638 - Viren Viren.jpg,4.717499999999999,7.25,48.710937499999986,center_wear,LOW,Medium
IMG20260402111701 - Viren Viren.jpg,5.58,7.79,62.18749999999999,center_wear,LOW,Medium
IMG20260402111822 - Viren Viren.jpg,0.8866666666666667,1.55,0.0,critical_wear,CRITICAL,Immediate
IMG20260402111848 - Viren Viren.jpg,0.41,1.26,0.0,critical_wear,CRITICAL,Immediate
IMG20260402111938 - Viren Viren.jpg,7.890000000000001,9.23,98.28125000000001,center_wear,LOW,Low
IMG20260402112016 - Viren Viren.jpg,1.6533333333333333,4.28,0.8333333333333317,center_wear,MODERATE,Immediate
IMG20260402112044 - Viren Viren.jpg,2.1766666666666667,5.01,9.010416666666666,even,MODERATE,Immediate
IMG20260402112147 - Viren Viren.jpg,1.5350000000000001,1.96,0.0,critical_wear,CRITICAL,Immediate
IMG20260402112205 - Viren Viren.jpg,1.2349999999999999,1.77,0.0,critical_wear,CRITICAL,Immediate
IMG20260402112223 - Viren Viren.jpg,1.8624999999999998,4.01,4.101562499999996,uneven_wear,MODERATE,Immediate
IMG20260402112249 - Viren Viren.jpg,1.6324999999999998,3.97,0.5078124999999961,edge_wear,MODERATE,Immediate
IMG20260402112317 - Viren Viren.jpg,4.29,6.58,42.03125,uneven_wear,LOW,Medium
IMG20260402112351 - Viren Viren.jpg,2.9475,4.69,21.054687499999993,uneven_wear,MODERATE,High
IMG20260402112422 - Viren Viren.jpg,4.1466666666666665,6.49,39.79166666666666,uneven_wear,LOW,High
IMG20260402112447 - Viren Viren.jpg,3.4899999999999998,5.03,29.531249999999993,uneven_wear,LOW,High
IMG20260402112521 - Viren Viren.jpg,2.0824999999999996,4.55,7.539062499999992,center_wear,MODERATE,Immediate
IMG20260402112552 - Viren Viren.jpg,7.025,8.29,84.76562500000001,uneven_wear,LOW,Low
IMG20260402112617 - Viren Viren.jpg,3.15,5.22,24.218749999999996,center_wear,LOW,High
IMG20260402112648 - Viren Viren.jpg,2.3375,4.41,11.523437499999996,edge_wear,MODERATE,Immediate
IMG20260402112716 - Viren Viren.jpg,2.6,5.28,15.625,even,MODERATE,Immediate
IMG20260402112748 - Viren Viren.jpg,2.3775,4.44,12.148437499999998,edge_wear,MODERATE,Immediate
IMG20260406113429 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113440 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113448 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113454 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113459 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113505 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113516 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113521 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113529 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113534 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113554 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113559 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113604 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113610 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113614 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113618 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113622 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113629 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
IMG20260406113637 - Viren Viren.jpg,8.0,9.7,100.0,even,LOW,Low
