image_id,image_path,wear_class,wear_label,tread_depth_mm,feature_tread_spread,feature_center_edge_gap,crack_detected,groove_visible,surface_texture,confidence
IMG_0265 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0265 - Viren Viren.JPG,0,center_wear,6.13,0.63,0.71,0,True,uneven,0.95
IMG_0268 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0268 - Viren Viren.JPG,3,even,5.793333333333333,0.19333333,0.19333333,0,True,smooth,0.95
IMG_0271 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0271 - Viren Viren.JPG,3,even,4.27,0.1,0.1,0,True,smooth,0.95
IMG_0274 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0274 - Viren Viren.JPG,3,even,3.9866666666666664,0.046666667,0.046666667,0,True,smooth,0.95
IMG_0277 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0277 - Viren Viren.JPG,3,even,5.53,0.11,0.11,0,True,smooth,0.95
IMG_0281 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0281 - Viren Viren.JPG,0,center_wear,6.2775,0.39,1.005,0,True,uneven,0.95
IMG_0284 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0284 - Viren Viren.JPG,2,uneven_wear,4.685,0.11,0.48,0,True,uneven,0.95
IMG_0286 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0286 - Viren Viren.JPG,2,uneven_wear,4.43,0.22,0.42,0,True,uneven,0.95
IMG_0289 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0289 - Viren Viren.JPG,0,center_wear,6.17,0.16,0.74,0,True,uneven,0.95
IMG_0293 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0293 - Viren Viren.JPG,2,uneven_wear,6.197500000000001,0.13,0.425,0,True,uneven,0.95
IMG_0296 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0296 - Viren Viren.JPG,2,uneven_wear,5.145,0.15,0.16,0,True,uneven,0.95
IMG_0298 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0298 - Viren Viren.JPG,2,uneven_wear,5.235,0.31,0.44,0,True,uneven,0.95
IMG_0301 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0301 - Viren Viren.JPG,2,uneven_wear,6.29,0.22,0.48,0,True,uneven,0.95
IMG_0304 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0304 - Viren Viren.JPG,2,uneven_wear,7.047499999999999,0.61,0.365,0,True,uneven,0.95
IMG_0308 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0308 - Viren Viren.JPG,0,center_wear,7.1425,0.13,0.655,0,True,uneven,0.95
IMG_0310 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0310 - Viren Viren.JPG,0,center_wear,7.04,0.12,0.56,0,True,uneven,0.95
IMG_0313 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0313 - Viren Viren.JPG,0,center_wear,7.0425,0.06,0.505,0,True,uneven,0.95
IMG_0317 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0317 - Viren Viren.JPG,3,even,5.56,0.02,-0.02,0,True,smooth,0.95
IMG_0320 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0320 - Viren Viren.JPG,3,even,5.3933333333333335,0.023333333,0.023333333,0,True,smooth,0.95
IMG_0322 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0322 - Viren Viren.JPG,3,even,5.403333333333333,0.20333333,0.20333333,0,True,smooth,0.95
IMG_0325 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0325 - Viren Viren.JPG,3,even,5.793333333333333,0.16333333,0.16333333,0,True,smooth,0.95
IMG_0329 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0329 - Viren Viren.JPG,2,uneven_wear,5.07,0.25,0.25,0,True,uneven,0.95
IMG_0332 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0332 - Viren Viren.JPG,0,center_wear,3.8266666666666667,0.6066667,0.6066667,0,True,uneven,0.95
IMG_0335 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0335 - Viren Viren.JPG,3,even,4.36,0.06,0.06,0,True,smooth,0.95
IMG20260325155830 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155830 - Viren Viren.jpg,3,even,5.653333333333333,0.033333335,0.033333335,0,True,smooth,0.95
IMG20260325155758 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155758 - Viren Viren.jpg,3,even,5.756666666666667,0.26666668,0.26666668,0,True,smooth,0.95
IMG20260325155725 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155725 - Viren Viren.jpg,3,even,5.260000000000001,0.05,0.05,0,True,smooth,0.95
IMG20260325155646 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155646 - Viren Viren.jpg,3,even,5.813333333333333,0.06333333,0.06333333,0,True,smooth,0.95
IMG20260325155613 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155613 - Viren Viren.jpg,2,uneven_wear,3.7733333333333334,0.35333332,0.35333332,0,True,uneven,0.95
IMG20260325155539 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155539 - Viren Viren.jpg,3,even,6.079999999999999,0.11,0.11,0,True,smooth,0.95
IMG20260325155505 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155505 - Viren Viren.jpg,3,even,6.06,0.0,8.881784e-16,0,True,smooth,0.95
IMG20260325155439 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155439 - Viren Viren.jpg,3,even,6.353333333333333,0.043333333,0.043333333,0,True,smooth,0.95
IMG20260325155356 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155356 - Viren Viren.jpg,2,uneven_wear,5.726666666666667,0.21666667,0.21666667,0,True,uneven,0.95
IMG20260325155332 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155332 - Viren Viren.jpg,2,uneven_wear,3.3666666666666667,0.21666667,0.21666667,0,True,uneven,0.95
IMG20260325155257[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155257[1] - Viren Viren.jpg,2,uneven_wear,3.6133333333333333,0.16666667,-0.16666667,0,True,uneven,0.95
IMG20260325155222[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155222[1] - Viren Viren.jpg,3,even,6.123333333333334,0.26333332,0.26333332,0,True,smooth,0.95
IMG20260325155146[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155146[1] - Viren Viren.jpg,0,center_wear,4.08,0.24,0.66,0,True,uneven,0.95
IMG20260325155103[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155103[1] - Viren Viren.jpg,0,center_wear,5.71,0.52,0.54,0,True,uneven,0.95
IMG20260325155025[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155025[1] - Viren Viren.jpg,3,even,5.486666666666667,0.11333334,-0.11333334,0,True,smooth,0.95
IMG20260325154958[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154958[1] - Viren Viren.jpg,2,uneven_wear,4.0775,0.88,0.455,0,True,uneven,0.95
IMG20260325154919[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154919[1] - Viren Viren.jpg,0,center_wear,5.6775,0.1,0.815,0,True,uneven,0.95
IMG20260325154814[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154814[1] - Viren Viren.jpg,0,center_wear,5.2675,0.15,0.645,0,True,uneven,0.95
IMG20260325154706[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154706[1] - Viren Viren.jpg,0,center_wear,4.6075,0.08,0.815,0,True,uneven,0.95
IMG20260325154629[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154629[1] - Viren Viren.jpg,2,uneven_wear,4.694999999999999,0.3,0.47,0,True,uneven,0.95
IMG20260325154559[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154559[1] - Viren Viren.jpg,3,even,4.1866666666666665,0.13666667,0.13666667,0,True,smooth,0.95
IMG20260325154528[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154528[1] - Viren Viren.jpg,3,even,3.7399999999999998,0.15,0.15,0,True,smooth,0.95
IMG20260325154502 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154502 - Viren Viren.jpg,2,uneven_wear,5.586666666666667,0.21666667,0.21666667,0,True,uneven,0.95
IMG20260325154442[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154442[1] - Viren Viren.jpg,3,even,5.596666666666667,0.14666666,0.14666666,0,True,smooth,0.95
IMG20260325154416 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154416 - Viren Viren.jpg,3,even,3.4433333333333334,0.11333334,0.11333334,0,True,smooth,0.95
IMG20260325154346[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154346[1] - Viren Viren.jpg,3,even,4.22,0.05,0.05,0,True,smooth,0.95
IMG20260325154313[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154313[1] - Viren Viren.jpg,3,even,3.845,0.075,0.075,0,True,smooth,0.95
IMG20260325154240[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154240[1] - Viren Viren.jpg,5,critical_wear,1.28,0.38,0.38,0,True,uneven,0.95
IMG20260325154151[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154151[1] - Viren Viren.jpg,0,center_wear,1.6150000000000002,0.55,0.56,0,True,uneven,0.95
IMG20260325154109 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154109 - Viren Viren.jpg,2,uneven_wear,3.4225000000000003,0.62,0.025,0,True,uneven,0.95
IMG20260325154018 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154018 - Viren Viren.jpg,0,center_wear,3.1,0.75,0.67,0,True,uneven,0.95
IMG20260325153941 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153941 - Viren Viren.jpg,3,even,1.7774999999999999,0.47,0.245,0,True,smooth,0.95
IMG20260325153836 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153836 - Viren Viren.jpg,0,center_wear,4.11,0.96,0.96,0,True,uneven,0.95
IMG20260325153756 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153756 - Viren Viren.jpg,2,uneven_wear,3.82,0.0,0.0,0,True,uneven,0.95
IMG20260325153652 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153652 - Viren Viren.jpg,3,even,2.2266666666666666,0.013333334,-0.013333334,0,True,smooth,0.95
IMG20260325153624 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153624 - Viren Viren.jpg,3,even,3.64,0.11,-0.11,0,True,smooth,0.95
IMG20260325153543 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153543 - Viren Viren.jpg,3,even,4.715,0.21,0.22,0,True,smooth,0.95
IMG20260325153512 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153512 - Viren Viren.jpg,2,uneven_wear,2.9774999999999996,0.67,0.405,0,True,uneven,0.95
IMG20260325153420 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153420 - Viren Viren.jpg,3,even,2.005,0.3,-0.07,0,True,smooth,0.95
IMG20260325153335 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325153335 - Viren Viren.jpg,3,even,4.765,0.05,0.16,0,True,smooth,0.95
IMG20260330120034 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120034 - Viren Viren.jpg,3,even,5.8775,0.24,0.075,0,True,smooth,0.95
IMG20260330120203 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120203 - Viren Viren.jpg,3,even,2.5866666666666664,0.16666667,0.16666667,0,True,smooth,0.95
IMG20260330120232 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120232 - Viren Viren.jpg,4,one_sided_wear,3.435,1.92,-0.11,0,True,uneven,0.95
IMG20260330120339 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120339 - Viren Viren.jpg,2,uneven_wear,5.006666666666667,0.27666667,0.27666667,0,True,uneven,0.95
IMG20260330120413 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120413 - Viren Viren.jpg,1,edge_wear,4.496666666666667,0.50333333,-0.50333333,0,True,uneven,0.95
IMG20260330120440 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120440 - Viren Viren.jpg,0,center_wear,3.8175,0.28,1.315,0,True,uneven,0.95
IMG20260330120518 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120518 - Viren Viren.jpg,2,uneven_wear,4.123333333333334,0.23666666,-0.23666666,0,True,uneven,0.95
IMG20260330120547 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120547 - Viren Viren.jpg,0,center_wear,1.8475,0.52,0.655,0,True,uneven,0.95
IMG20260330120615 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120615 - Viren Viren.jpg,4,one_sided_wear,5.862500000000001,1.41,0.075,0,True,uneven,0.95
IMG20260330120641 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120641 - Viren Viren.jpg,0,center_wear,2.0025000000000004,0.28,0.965,0,True,uneven,0.95
IMG20260330120720 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120720 - Viren Viren.jpg,0,center_wear,4.1875,0.4,0.955,0,True,uneven,0.95
IMG20260330120746 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120746 - Viren Viren.jpg,2,uneven_wear,2.775,0.77,0.42,0,True,uneven,0.95
IMG20260330120816 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120816 - Viren Viren.jpg,0,center_wear,4.5,0.94,0.52,0,True,uneven,0.95
IMG20260330120916 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120916 - Viren Viren.jpg,3,even,5.645,0.22,-0.13,0,True,smooth,0.95
IMG20260330121012 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121012 - Viren Viren.jpg,0,center_wear,4.0925,1.05,1.275,0,True,uneven,0.95
IMG20260330121053 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121053 - Viren Viren.jpg,2,uneven_wear,1.9466666666666665,0.34333333,-0.34333333,0,True,uneven,0.95
IMG20260330121118 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121118 - Viren Viren.jpg,2,uneven_wear,4.920000000000001,0.21,-0.21,0,True,uneven,0.95
IMG20260330121143 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121143 - Viren Viren.jpg,2,uneven_wear,3.885,0.47,-0.46,0,True,uneven,0.95
IMG20260330121219 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121219 - Viren Viren.jpg,2,uneven_wear,2.9349999999999996,0.4,0.39,0,True,uneven,0.95
IMG20260330121313 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121313 - Viren Viren.jpg,1,edge_wear,1.8675,1.5,-0.825,0,True,uneven,0.95
IMG20260330121512 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121512 - Viren Viren.jpg,2,uneven_wear,1.7525,0.96,-0.375,0,True,uneven,0.95
IMG20260330121539 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121539 - Viren Viren.jpg,3,even,5.953333333333333,0.023333333,0.023333333,0,True,smooth,0.95
IMG20260330121605 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121605 - Viren Viren.jpg,3,even,7.31,0.09,0.09,0,True,smooth,0.95
IMG20260330121637 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121637 - Viren Viren.jpg,3,even,3.206666666666667,0.25333333,-0.25333333,0,True,smooth,0.95
IMG20260330121702 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121702 - Viren Viren.jpg,3,even,4.946666666666666,0.05666667,0.05666667,0,True,smooth,0.95
IMG20260330121731 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121731 - Viren Viren.jpg,0,center_wear,4.86,2.15,0.51,0,True,uneven,0.95
IMG20260330121759 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121759 - Viren Viren.jpg,2,uneven_wear,3.43,0.45,0.47,0,True,uneven,0.95
IMG20260330121827 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121827 - Viren Viren.jpg,2,uneven_wear,6.566666666666667,0.45666668,0.45666668,0,True,uneven,0.95
IMG20260330121935 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330121935 - Viren Viren.jpg,2,uneven_wear,5.583333333333333,0.06333333,0.06333333,0,True,uneven,0.95
IMG20260330122002 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330122002 - Viren Viren.jpg,3,even,5.746666666666666,0.006666667,0.006666667,0,True,smooth,0.95
IMG20260330122037 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330122037 - Viren Viren.jpg,2,uneven_wear,4.193333333333334,0.16333333,0.16333333,0,True,uneven,0.95
IMG20260330122110 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330122110 - Viren Viren.jpg,2,uneven_wear,4.633333333333334,0.27333334,0.27333334,0,True,uneven,0.95
IMG20260330123443 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123443 - Viren Viren.jpg,0,center_wear,2.86,0.82,0.82,0,True,uneven,0.95
IMG20260330123511 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123511 - Viren Viren.jpg,0,center_wear,2.6525,0.61,0.795,0,True,uneven,0.95
IMG20260330123554 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123554 - Viren Viren.jpg,4,one_sided_wear,2.13,1.03,-0.11,0,True,uneven,0.95
IMG20260330123652 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123652 - Viren Viren.jpg,0,center_wear,6.1025,0.24,0.685,0,True,uneven,0.95
IMG20260330123753 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123753 - Viren Viren.jpg,2,uneven_wear,4.26,0.12,0.4,0,True,uneven,0.95
IMG20260330123816 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123816 - Viren Viren.jpg,3,even,4.0600000000000005,0.13,0.01,0,True,smooth,0.95
IMG20260330123854 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123854 - Viren Viren.jpg,2,uneven_wear,3.0775,0.83,-0.155,0,True,uneven,0.95
IMG20260330123921 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123921 - Viren Viren.jpg,3,even,3.27,0.35,0.23,0,True,smooth,0.95
IMG20260330123943 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330123943 - Viren Viren.jpg,0,center_wear,3.1875,0.33,1.005,0,True,uneven,0.95
IMG20260330124012 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330124012 - Viren Viren.jpg,0,center_wear,2.8525,0.44,1.365,0,True,uneven,0.95
IMG20260330124054 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330124054 - Viren Viren.jpg,3,even,8.0,0.0,0.0,0,True,smooth,0.95
IMG20260330124123 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330124123 - Viren Viren.jpg,3,even,8.0,0.0,0.0,0,True,smooth,0.95
