image_id,sidewall_image_path,brand_raw,brand_cleaned,tire_size_raw,tire_size_cleaned,manufacture_week,manufacture_year,ocr_confidence
IMG_8313[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8312[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R12,145/80 R12,32.0,2015.0,0.95
IMG_8316[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8315[1] - Viren Viren.JPG,MRF,MRF,145/80 R12,145/80 R12,40.0,2018.0,0.95
IMG_8319[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8318[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,32.0,2024.0,0.95
IMG_8322[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8321[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,52.0,2024.0,0.95
IMG_8325[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8324[1] - Viren Viren.JPG,MRF,MRF,145/80 R12,145/80 R12,44.0,2019.0,0.95
IMG_8328[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8327[1] - Viren Viren.JPG,MRF,MRF,145/80 R12,145/80 R12,43.0,2019.0,0.95
IMG_8372[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8373[1] - Viren Viren.JPG,CEAT,CEAT,185/65 R16,185/65 R16,37.0,2022.0,0.95
IMG_8375[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8376[1] - Viren Viren.JPG,CEAT,CEAT,205/55/R 16,205/55/R 16,37.0,2022.0,0.95
IMG_8381[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8382[1] - Viren Viren.JPG,Apollo,Apollo,215/60/R 16,215/60/R 16,52.0,2021.0,0.95
IMG_8384[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8385[1] - Viren Viren.JPG,Apollo,Apollo,215/60/R 16,215/60/R 16,51.0,2021.0,0.95
IMG_8387[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8389[1] - Viren Viren.JPG,Apollo,Apollo,215/60/R 16,215/60/R 16,51.0,2021.0,0.95
IMG_8394[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8395[1] - Viren Viren.JPG,Bridgestone,Bridgestone,195/55 R16,195/55 R16,30.0,2022.0,0.95
IMG_8397[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8398[1] - Viren Viren.JPG,Bridgestone,Bridgestone,195/55 R16,195/55 R16,30.0,2022.0,0.95
IMG_8400[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8401[1] - Viren Viren.JPG,Bridgestone,Bridgestone,195/55 R16,195/55 R16,28.0,2022.0,0.95
IMG_8403[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8404[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,12.0,2025.0,0.95
IMG_8406[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8407[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,12.0,2025.0,0.95
IMG_8409[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8410[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,12.0,2025.0,0.95
IMG_8412[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8413[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,12.0,2025.0,0.95
IMG_8415[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8416[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,2.0,2025.0,0.95
IMG_8418[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8419[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,2.0,2025.0,0.95
IMG_8421[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8422[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,2.0,2025.0,0.95
IMG_8424[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8425[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,2.0,2025.0,0.95
IMG_8427[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Continental\IMG_8428[1] - Viren Viren.JPG,Continental,Continental,205/55 R16,205/55 R16,48.0,2022.0,0.95
IMG_8430[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Continental\IMG_8431[1] - Viren Viren.JPG,Continental,Continental,205/55 R16,205/55 R16,9.0,2022.0,0.95
IMG_8433[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Continental\IMG_8434[1] - Viren Viren.JPG,Continental,Continental,205/55 R16,205/55 R16,48.0,2022.0,0.95
IMG_8436[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8437[1] - Viren Viren.JPG,Apollo,Apollo,155/65 R14,155/65 R14,49.0,2022.0,0.95
IMG_8439[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8440[1] - Viren Viren.JPG,Apollo,Apollo,155/65 R14,155/65 R14,11.0,2023.0,0.95
IMG_8442[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8443[1] - Viren Viren.JPG,Apollo,Apollo,155/65 R14,155/65 R14,11.0,2023.0,0.95
IMG_8445[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8446[1] - Viren Viren.JPG,Apollo,Apollo,155/65 R14,155/65 R14,11.0,2023.0,0.95
IMG_8448[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8449[1] - Viren Viren.JPG,CEAT,CEAT,175/65 R15,175/65 R15,38.0,2025.0,0.95
IMG_8451[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8452[1] - Viren Viren.JPG,CEAT,CEAT,175/65 R15,175/65 R15,38.0,2025.0,0.95
IMG_8454[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8455[1] - Viren Viren.JPG,CEAT,CEAT,175/65 R15,175/65 R15,38.0,2025.0,0.95
IMG_8458[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8457[1] - Viren Viren.JPG,CEAT,CEAT,175/65 R15,175/65 R15,38.0,2023.0,0.95
IMG_8461[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Pirelli\IMG_8460[1] - Viren Viren.JPG,Pirelli,Pirelli,225/55 R17,225/55 R17,14.0,2023.0,0.95
IMG_8464[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Pirelli\IMG_8463[1] - Viren Viren.JPG,Pirelli,Pirelli,225/55 R17,225/55 R17,26.0,2023.0,0.95
IMG_8467[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Pirelli\IMG_8466[1] - Viren Viren.JPG,Pirelli,Pirelli,225/55 R17,225/55 R17,26.0,2023.0,0.95
IMG_8469[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8470[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,20.0,2025.0,0.95
IMG_8472[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8473[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,13.0,2025.0,0.95
IMG_8476[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8477[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,16.0,2025.0,0.95
IMG_8479[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8480[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,18.0,2025.0,0.95
IMG_8482[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8483[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,44.0,2022.0,0.95
IMG_8485[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8486[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,45.0,2022.0,0.95
IMG_8489[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8488[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,44.0,2022.0,0.95
IMG_8491[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8492[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,18.0,2024.0,0.95
IMG_8494[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8495[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,17.0,2024.0,0.95
IMG_8497[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8498[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,21.0,2024.0,0.95
IMG_8500[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8501[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,19.0,2024.0,0.95
IMG_8826 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8827 - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,1.0,2018.0,0.95
IMG_8829 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8830[1] - Viren Viren.JPG,Bridgestone,Bridgestone,185/65 R15,185/65 R15,44.0,2023.0,0.95
IMG_8832 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8833 - Viren Viren.JPG,Bridgestone,Bridgestone,185/65 R15,185/65 R15,44.0,2023.0,0.95
IMG_8835[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8836[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,2.0,2018.0,0.95
IMG_8838 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8839 - Viren Viren.JPG,MRF,MRF,165/70 R14,165/70 R14,,,0.3
IMG_8841 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8842 - Viren Viren.JPG,MRF,MRF,165/70 R14,165/70 R14,,,0.3
IMG_8844[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Yokohama\IMG_8845 - Viren Viren.JPG,Yokohama,Yokohama,175/65 R14,175/65 R14,40.0,2022.0,0.95
IMG_8847 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8848 - Viren Viren.JPG,MRF,MRF,175/65 R14,175/65 R14,,,0.3
IMG_8850 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Yokohama\IMG_8851 - Viren Viren.JPG,Yokohama,Yokohama,175/65 R14,175/65 R14,40.0,2022.0,0.95
IMG_8853 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8854 - Viren Viren.JPG,MRF,MRF,175/65 R14,175/65 R14,27.0,2018.0,0.95
IMG_8856 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8857 - Viren Viren.JPG,JK Tyre,JK Tyre,155/80/R13,155/80/R13,2.0,2022.0,0.95
IMG_8859[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8860 - Viren Viren.JPG,JK Tyre,JK Tyre,155/80/R13,155/80/R13,18.0,2022.0,0.95
IMG_8862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8863 - Viren Viren.JPG,JK Tyre,JK Tyre,155/80/R13,155/80/R13,9.0,2022.0,0.95
IMG_8865 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8866 - Viren Viren.JPG,JK Tyre,JK Tyre,155/80/R13,155/80/R13,18.0,2022.0,0.95
IMG_8868 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8869 - Viren Viren.JPG,MRF,MRF,185/60/R16,185/60/R16,17.0,2023.0,0.95
IMG_8871 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8872 - Viren Viren.JPG,CEAT,CEAT,165/80 R14,165/80 R14,12.0,2025.0,0.95
IMG_8874 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8875 - Viren Viren.JPG,CEAT,CEAT,165/80 R14,165/80 R14,12.0,2025.0,0.95
IMG_8877 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8878 - Viren Viren.JPG,CEAT,CEAT,165/80 R14,165/80 R14,12.0,2025.0,0.95
IMG_8880 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8882 - Viren Viren.JPG,CEAT,CEAT,215/55 R18,215/55 R18,18.0,2025.0,0.95
IMG_8884 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8885 - Viren Viren.JPG,CEAT,CEAT,215/55 R18,215/55 R18,18.0,2025.0,0.95
IMG_8887 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Yokohama\IMG_8888 - Viren Viren.JPG,Yokohama,Yokohama,195/55 R16,195/55 R16,37.0,2025.0,0.95
IMG_8890 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Yokohama\IMG_8891 - Viren Viren.JPG,Yokohama,Yokohama,195/55 R16,195/55 R16,37.0,2025.0,0.95
IMG_8893 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Yokohama\IMG_8894 - Viren Viren.JPG,Yokohama,Yokohama,195/55 R16,195/55 R16,37.0,2025.0,0.95
IMG_8896 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Yokohama\IMG_8897 - Viren Viren.JPG,Yokohama,Yokohama,195/55 R16,195/55 R16,33.0,2025.0,0.95
IMG_8899 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8901 - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,46.0,2025.0,0.95
IMG_8903 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8904 - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,46.0,2025.0,0.95
IMG_8906 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8907 - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,46.0,2025.0,0.95
IMG_8909 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8910 - Viren Viren.JPG,Goodyear,Goodyear,215/55 R18,215/55 R18,34.0,2025.0,0.95
IMG_8912 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8913 - Viren Viren.JPG,Goodyear,Goodyear,215/55 R18,215/55 R18,34.0,2025.0,0.95
IMG_8916 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8917 - Viren Viren.JPG,Goodyear,Goodyear,215/55 R18,215/55 R18,34.0,2025.0,0.95
IMG_8919 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8920 - Viren Viren.JPG,Goodyear,Goodyear,215/55 R18,215/55 R18,37.0,2025.0,0.95
IMG_8781 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8782 - Viren Viren.JPG,CEAT,CEAT,185/65 R15,185/65 R15,38.0,2024.0,0.95
IMG_8784 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8785 - Viren Viren.JPG,CEAT,CEAT,165/80 R15,165/80 R15,2.0,2026.0,0.95
IMG_8787 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8788 - Viren Viren.JPG,CEAT,CEAT,165/80 R15,165/80 R15,38.0,2024.0,0.95
IMG_8790 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8791 - Viren Viren.JPG,Bridgestone,Bridgestone,195/65 R16,195/65 R16,32.0,2022.0,0.95
IMG_8793 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8794 - Viren Viren.JPG,Bridgestone,Bridgestone,195/65 R16,195/65 R16,32.0,2022.0,0.95
IMG_8796 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8797 - Viren Viren.JPG,Goodyear,Goodyear,165/70 R14,165/70 R14,50.0,2021.0,0.95
IMG_8799 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8800 - Viren Viren.JPG,Bridgestone,Bridgestone,195/65 R16,195/65 R16,44.0,2022.0,0.95
IMG_8802 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8803 - Viren Viren.JPG,Bridgestone,Bridgestone,195/65 R16,195/65 R16,32.0,2022.0,0.95
IMG_8805 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8806 - Viren Viren.JPG,Goodyear,Goodyear,165/70 R14,165/70 R14,50.0,2021.0,0.95
IMG_8808 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8809 - Viren Viren.JPG,Goodyear,Goodyear,165/70 R14,165/70 R14,50.0,2021.0,0.95
IMG_8811 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8812 - Viren Viren.JPG,Goodyear,Goodyear,165/70 R14,165/70 R14,50.0,2021.0,0.95
IMG_8814 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8815 - Viren Viren.JPG,Bridgestone,Bridgestone,145/80 R12,145/80 R12,52.0,2024.0,0.95
IMG_8817 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8818 - Viren Viren.JPG,Bridgestone,Bridgestone,145/80 R12,145/80 R12,4.0,2018.0,0.95
IMG_8820 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8821 - Viren Viren.JPG,Apollo,Apollo,145/80 R12,145/80 R12,18.0,2024.0,0.95
IMG_8939 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8940 - Viren Viren.JPG,MRF,MRF,215/60 R16,215/60 R16,,,0.3
IMG_8942 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8943 - Viren Viren.JPG,MRF,MRF,215/60 R16,215/60 R16,25.0,2024.0,0.95
IMG_8945 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8946 - Viren Viren.JPG,MRF,MRF,215/60 R16,215/60 R16,,,0.3
IMG_8948 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8949 - Viren Viren.JPG,MRF,MRF,215/60 R16,215/60 R16,25.0,2024.0,0.95
IMG_8951 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8952 - Viren Viren.JPG,MRF,MRF,155/65 R14,155/65 R14,44.0,2025.0,0.95
IMG_8954 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8955 - Viren Viren.JPG,MRF,MRF,155/65 R14,155/65 R14,44.0,2025.0,0.95
IMG_8957 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8958 - Viren Viren.JPG,MRF,MRF,155/65 R14,155/65 R14,,,0.3
IMG_8960 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8961 - Viren Viren.JPG,MRF,MRF,155/65 R14,155/65 R14,44.0,2025.0,0.95
